Barcode,Celltype,Trajectory
scATAC_Liver_E13_5_BC12048_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC12506_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09762_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06610_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11302_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05353_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05038_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09619_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09704_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04452_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07005_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01932_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04659_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06253_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06279_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04357_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07025_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10431_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05917_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07469_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11432_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC12639_N01,G01=27.4:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC13012_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07846_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09735_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09706_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10756_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06631_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07967_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08076_N02,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC02896_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09262_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04667_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08803_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC03734_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09026_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10994_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11748_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05184_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06561_N01,G01=21.5:Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07071_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06870_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05165_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08277_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC01318_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03888_N02,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10175_N02,G01=21.5:Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04597_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09744_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10508_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06255_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02593_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11534_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07113_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03731_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05855_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05607_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05060_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC03214_N03,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06668_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08478_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09883_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07292_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC03035_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05183_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07285_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04231_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09203_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09661_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05009_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08735_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10893_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06527_N01,G01=21.5:Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06657_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09605_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08773_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04445_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07637_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12293_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06536_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09012_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05228_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05777_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10518_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10105_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11954_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08100_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07216_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09684_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10402_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09292_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11764_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11637_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06971_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09543_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04513_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08088_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10360_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC01136_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11010_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08344_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10329_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12200_N02,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC00169_N01,G01=21.0:Cycling_Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05472_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06966_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07856_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC04621_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05825_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12383_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11656_N01,G01=21.5:Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07757_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09098_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06033_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC02925_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08792_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07905_N01,G01=21.5:Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08251_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09358_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05412_N02,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11071_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11488_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC02790_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05598_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05833_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC02577_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08717_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05913_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11872_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04637_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09146_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06661_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11924_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC12214_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11306_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11538_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08240_N01,G01=21.5:Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10237_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04388_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08177_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11265_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09534_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10966_N02,G03=27.6:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC10259_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC13070_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04767_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10039_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11256_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05070_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09717_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07026_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07165_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11549_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04735_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC02924_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08974_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06579_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11546_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05795_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05314_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09438_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09194_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC02339_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12889_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07545_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08905_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09071_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05150_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06371_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08951_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10214_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11219_N01,G03=27.6:Myeloid_Cell,White blood cell trajectory
scATAC_Liver_E13_5_BC12056_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09607_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11019_N02,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC03902_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05841_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08226_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09077_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05929_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06105_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11260_N01,G02=20.9:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09056_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08103_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09830_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06814_N01,G02=20.9:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC02910_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10252_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04828_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11160_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC12800_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11529_N02,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC03080_N02,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05814_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10372_N01,G01=21.5:Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07003_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09651_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04729_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10744_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11370_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05113_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11453_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07460_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11648_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09973_N01,G01=27.7:Megakaryocyte_Progenitor,Megakaryocyte trajectory
scATAC_Liver_E13_5_BC04967_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03764_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08658_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09014_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09477_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06139_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07973_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11822_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC02907_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10678_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11046_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11806_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC03279_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08433_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04304_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11702_N01,G02=20.9:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07754_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06841_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12666_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05781_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC08917_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06411_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09356_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC05497_N02,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10469_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10673_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC12454_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC12029_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06032_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06329_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09840_N02,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC03229_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04461_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10569_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06176_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09255_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09906_N01,G01=21.5:Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07283_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06237_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC06539_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05274_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC03151_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02348_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC07250_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08650_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10691_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11701_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC12784_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC12876_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04824_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10397_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10189_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06864_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08678_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06172_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08372_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08130_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06604_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11001_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06951_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC01386_N01,G04=18.5:Macrophage,White blood cell trajectory
scATAC_Liver_E13_5_BC10379_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10725_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09197_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08567_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06448_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC12816_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC02442_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC08509_N01,G02=21.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC07702_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC09938_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC06370_N01,G04=18.5:Macrophage,White blood cell trajectory
scATAC_Liver_E13_5_BC04090_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05942_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC11968_N01,G01=21.5:Blood_Progenitor,primitive erythroid trajectory
scATAC_Liver_E13_5_BC10021_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC11632_N01,G02=27.1:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC09570_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC04368_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
scATAC_Liver_E13_5_BC05424_N01,G02=21.3:Erythroblast,Definitive erythroid trajectory
scATAC_Liver_E13_5_BC10011_N01,G01=21.2:Erythroblast,primitive erythroid trajectory
